timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1508446665.338348,0.081588,0.061662,0.019486,0.063285,-0.024450,-0.000124,0.081343,-0.061623,-0.994779,0.001513,0.016991,0.004621,-4.529909,-15.008097,-43.457165,,,,,,,5
,,,,,,,,,,,,,,,,42.293516,-71.264413,58.074623,-1.000000,-1.000000,1508446655.015552,5
,,,,,,,,,,,,,,,,42.293429,-71.264164,58.074623,-1.000000,-1.000000,1508446628.943380,5
,,,,,,,,,,,,,,,,42.293516,-71.264413,58.074623,-1.000000,-1.000000,1508446655.015552,5
1508446665.358359,0.081410,0.062090,0.019436,-0.004867,-0.001048,-0.001734,0.081164,-0.062050,-0.994767,-0.001620,-0.011070,-0.005873,-4.547322,-15.053436,-43.439659,,,,,,,5
1508446665.378358,0.081389,0.061967,0.019391,-0.017641,0.009567,-0.006090,0.081143,-0.061927,-0.994777,-0.006925,-0.004525,0.006679,-4.551277,-15.053616,-43.439186,,,,,,,5
1508446665.398361,0.081759,0.061816,0.019267,-0.003778,0.021272,-0.007008,0.081512,-0.061777,-0.994756,-0.002715,0.002741,0.008352,-4.541137,-15.045765,-43.442966,,,,,,,5
1508446665.418373,0.082216,0.061589,0.019125,-0.008036,0.022333,-0.008107,0.081968,-0.061550,-0.994733,-0.000043,0.003399,-0.000644,-4.525839,-15.043804,-43.445240,,,,,,,5
1508446665.438386,0.082772,0.061358,0.018991,-0.011236,0.029775,-0.007063,0.082522,-0.061319,-0.994701,-0.005358,-0.002234,0.001033,-4.490003,-15.029283,-43.453987,,,,,,,5
1508446665.458398,0.083189,0.061172,0.018950,-0.010183,0.035105,-0.001727,0.082937,-0.061134,-0.994678,-0.007971,-0.000969,0.000903,-4.469159,-15.022308,-43.458546,,,,,,,5
