timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1508446738.750853,-0.036984,0.052048,0.020871,-0.081396,0.147114,0.039320,-0.036925,-0.052025,-0.997963,0.012664,0.006599,-0.001396,-8.883781,-11.889244,-43.178558,,,,,,,5
1508446738.770863,-0.034243,0.050376,0.021368,-0.057909,0.083300,0.021365,-0.034193,-0.050355,-0.998146,0.011717,0.008546,-0.012474,-8.825911,-11.851147,-43.200893,,,,,,,5
1508446738.790865,-0.034290,0.049797,0.021732,-0.011007,-0.029326,0.022732,-0.034241,-0.049777,-0.998173,0.009781,0.006686,0.006932,-8.739467,-11.769132,-43.240868,,,,,,,5
1508446738.810886,-0.034700,0.049513,0.022388,0.000690,-0.060079,0.039841,-0.034650,-0.049493,-0.998173,0.012510,0.007593,-0.011699,-8.760271,-11.760736,-43.238949,,,,,,,5
1508446738.830870,-0.036708,0.049728,0.023206,0.013476,-0.096186,0.045243,-0.036654,-0.049707,-0.998091,0.005526,0.008356,0.000334,-8.817081,-11.749557,-43.230438,,,,,,,5
1508446738.850882,-0.038447,0.049672,0.023770,0.007121,-0.068658,0.017528,-0.038390,-0.049651,-0.998029,-0.004976,0.010604,0.004636,-8.930522,-11.744751,-43.208450,,,,,,,5
1508446738.870915,-0.041904,0.050031,0.023987,0.053107,-0.338648,-0.020627,-0.041840,-0.050010,-0.997872,0.013794,0.049949,-0.032997,-8.978559,-11.745368,-43.198330,,,,,,,5
1508446738.890908,-0.050978,0.051957,0.022493,0.150131,-0.398402,-0.080562,-0.050887,-0.051934,-0.997353,-0.010789,0.029396,0.015893,-9.184968,-11.783933,-43.144402,,,,,,,5
1508446738.910933,-0.056401,0.054156,0.021898,0.074322,-0.199480,-0.016088,-0.056288,-0.054130,-0.996946,-0.022798,-0.006631,0.014158,-9.657734,-11.937380,-42.998730,,,,,,,5
1508446738.930932,-0.059008,0.054874,0.021140,0.024319,-0.141164,-0.055852,-0.058885,-0.054846,-0.996757,0.016099,-0.001947,-0.025658,-9.776929,-11.982845,-42.959129,,,,,,,5
1508446738.950952,-0.064558,0.056494,0.019745,0.133125,-0.432410,-0.088181,-0.064411,-0.056464,-0.996325,0.029422,0.004524,-0.025678,-9.843289,-12.002066,-42.938602,,,,,,,5
1508446738.970949,-0.074705,0.060415,0.018202,0.207696,-0.549267,-0.077007,-0.074499,-0.060378,-0.995392,-0.003824,-0.018495,0.004013,-10.330914,-12.204208,-42.766727,,,,,,,5
1508446738.990986,-0.084570,0.064446,0.016333,0.160829,-0.384708,-0.113470,-0.084293,-0.064401,-0.994358,0.005024,-0.004752,0.049289,-10.671463,-12.352963,-42.640213,,,,,,,5
1508446739.010983,-0.090682,0.065674,0.015650,0.075411,-0.282314,-0.008688,-0.090362,-0.065627,-0.993744,-0.014099,0.031966,0.033356,-10.900360,-12.473217,-42.547207,,,,,,,5
1508446739.031004,-0.096841,0.067458,0.014476,0.102183,-0.261409,-0.102149,-0.096469,-0.067407,-0.993051,0.025028,-0.061423,0.003686,-11.162079,-12.514513,-42.467144,,,,,,,5
1508446739.051019,-0.097211,0.069710,0.013718,0.060311,0.122426,-0.012766,-0.096822,-0.069654,-0.992861,-0.017008,-0.007403,0.026202,-11.367479,-12.639640,-42.375504,,,,,,,5
1508446739.071022,-0.098586,0.070317,0.013154,0.060554,-0.230320,-0.028963,-0.098183,-0.070259,-0.992685,0.025780,-0.034187,-0.039175,-11.331053,-12.693768,-42.369083,,,,,,,5
1508446739.091018,-0.107130,0.072175,0.014230,0.122180,-0.336224,0.074746,-0.106647,-0.072112,-0.991679,-0.005750,0.019912,0.047007,-11.483337,-12.738560,-42.314606,,,,,,,5
1508446739.111053,-0.110016,0.071448,0.015425,-0.122852,-0.047150,0.071877,-0.109514,-0.071387,-0.991418,0.008424,0.028693,0.018427,-11.863483,-12.799606,-42.191128,,,,,,,5
1508446739.131044,-0.108509,0.068695,0.015759,-0.024773,0.063983,-0.031574,-0.108041,-0.068641,-0.991774,0.011636,0.025505,-0.017656,-11.890667,-12.689220,-42.216812,,,,,,,5
1508446739.151077,-0.105855,0.070350,0.013304,0.063723,0.240924,-0.152090,-0.105396,-0.070292,-0.991943,-0.063489,-0.028585,0.035720,-11.769603,-12.695841,-42.248737,,,,,,,5
1508446739.171085,-0.098210,0.073214,0.011629,-0.182572,0.651406,-0.066505,-0.097789,-0.073148,-0.992515,-0.078129,-0.136569,0.021034,-11.709015,-12.718239,-42.258831,,,,,,,5
1508446739.191097,-0.084320,0.067514,0.010867,-0.304126,0.624222,0.040011,-0.084028,-0.067463,-0.994177,0.052686,0.055240,-0.055673,-11.055681,-12.746149,-42.426071,,,,,,,5
1508446739.211104,-0.081431,0.065388,0.012310,0.064617,-0.224607,0.088197,-0.081167,-0.065341,-0.994556,0.085714,0.130649,-0.013485,-10.615609,-12.501483,-42.610859,,,,,,,5
1508446739.231109,-0.089635,0.070018,0.014840,0.273255,-0.278737,0.133533,-0.089296,-0.069961,-0.993545,-0.028181,0.047424,0.111816,-10.869892,-12.588169,-42.521137,,,,,,,5
1508446739.251115,-0.082864,0.070291,0.018616,-0.177733,0.726662,0.189131,-0.082565,-0.070233,-0.994108,-0.098877,-0.022815,0.099989,-11.056511,-12.728745,-42.431076,,,,,,,5
1508446739.271144,-0.059992,0.061685,0.019344,-0.492835,1.284930,-0.006831,-0.059842,-0.061645,-0.996303,-0.037738,-0.049164,-0.046300,-10.099547,-12.404663,-42.764317,,,,,,,5
1508446739.291135,-0.036358,0.053803,0.018934,-0.313894,1.046986,0.025344,-0.036297,-0.053777,-0.997893,0.001873,0.032430,-0.018129,-9.032334,-12.029110,-43.108944,,,,,,,5
1508446739.311148,-0.021336,0.049786,0.020150,-0.145572,0.628573,0.092431,-0.021308,-0.049765,-0.998534,-0.038735,0.001517,0.034697,-8.446043,-11.853353,-43.276161,,,,,,,5
1508446739.331177,-0.009130,0.047501,0.020542,-0.104929,0.633492,-0.013704,-0.009120,-0.047483,-0.998830,-0.020833,-0.073748,0.013555,-8.171120,-11.776726,-43.349800,,,,,,,5
1508446739.351186,0.005736,0.044864,0.020038,-0.181661,0.787558,-0.017416,0.005730,-0.044849,-0.998977,-0.025536,-0.066021,-0.028977,-7.166037,-11.602221,-43.574078,,,,,,,5
1508446739.371197,0.020285,0.040086,0.021391,-0.241431,0.635056,0.108680,0.020267,-0.040076,-0.998991,0.006360,0.025580,-0.015825,-6.656589,-11.459278,-43.692543,,,,,,,5
