timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1508446884.867226,-0.314517,1.430423,-0.958740,0.348534,-0.363191,-0.087530,-0.043283,-0.990164,-0.133049,-0.003760,0.138205,0.053871,1.715559,-30.477354,10.562353,,,,,,,5
1508446884.887236,-0.315824,1.433443,-0.962202,0.126806,-0.145003,-0.004018,-0.042528,-0.990582,-0.130150,0.019487,0.008236,-0.045051,1.831297,-30.408298,10.740452,,,,,,,5
,,,,,,,,,,,,,,,,42.293365,-71.264182,60.396637,-1.000000,-1.000000,1508446877.359797,5
1508446884.907250,-0.324571,1.435079,-0.955291,0.103319,-0.116211,0.023493,-0.043148,-0.990804,-0.128237,-0.033833,0.001684,-0.055311,1.879547,-30.393360,10.774344,,,,,,,5
,,,,,,,,,,,,,,,,42.293355,-71.264180,60.396637,-1.000000,-1.000000,1508446867.681722,5
1508446884.927248,-0.349672,1.435851,-0.934289,0.175875,-0.248164,-0.029236,-0.046091,-0.990909,-0.126394,-0.072241,0.012103,-0.038965,1.882244,-30.388008,10.788958,,,,,,,5
,,,,,,,,,,,,,,,,42.293365,-71.264182,60.396637,-1.000000,-1.000000,1508446877.359797,5
1508446884.947271,-0.356782,1.439342,-0.931864,0.154593,-0.195115,-0.051731,-0.045780,-0.991372,-0.122822,-0.053708,0.021676,-0.042446,1.895476,-30.354467,10.880670,,,,,,,5
1508446884.967285,-0.359179,1.439581,-0.931294,0.094920,-0.037938,-0.074460,-0.045991,-0.991404,-0.122490,-0.035995,0.010431,-0.056785,1.933830,-30.335957,10.925449,,,,,,,5
1508446884.987295,-0.350519,1.441935,-0.940371,0.091775,-0.015746,-0.108541,-0.044127,-0.991709,-0.120691,-0.027940,0.012186,-0.034155,1.982810,-30.321793,10.955954,,,,,,,5
1508446885.007306,-0.339660,1.444418,-0.951665,0.091595,-0.010526,-0.101075,-0.041993,-0.992025,-0.118841,-0.034759,0.046056,-0.018656,2.052985,-30.297091,11.011221,,,,,,,5
1508446885.027320,-0.344496,1.444890,-0.947038,0.123478,-0.003005,-0.072051,-0.042409,-0.992084,-0.118196,-0.076304,0.037281,-0.056425,2.066299,-30.286123,11.038869,,,,,,,5
,,,,,,,,,,,,,,,,42.293360,-71.264178,60.396637,-1.000000,-1.000000,1508446885.009098,5
1508446885.047331,-0.338629,1.448422,-0.953184,0.173607,-0.015938,-0.117431,-0.040551,-0.992522,-0.115137,-0.103507,0.018858,-0.053854,2.102720,-30.261236,11.100071,,,,,,,5
,,,,,,,,,,,,,,,,42.293346,-71.264172,60.396637,-1.000000,-1.000000,1508446885.018819,5
