timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1508446915.289754,-2.486534,1.412309,-2.036219,2.061574,-0.658101,-0.114495,-0.096148,-0.987467,0.125157,0.016619,-0.005529,0.412334,-8.338947,-26.243874,-1.579410,,,,,,,5
1508446915.309765,-2.631486,1.385518,-1.894908,1.627261,-0.186874,-0.308313,-0.089949,-0.982885,0.160767,-0.166643,-0.080378,0.272445,-8.269453,-26.302475,-0.754590,,,,,,,5
1508446915.329749,-2.721793,1.360401,-1.810466,1.461982,-0.555623,-0.064000,-0.085121,-0.977948,0.190712,-0.258949,-0.113452,0.159812,-8.153126,-26.349438,-0.084293,,,,,,,5
1508446915.349790,-2.782409,1.332083,-1.768744,1.503436,-1.271858,0.181756,-0.083116,-0.971643,0.221363,-0.401885,-0.087500,-0.059284,-8.115346,-26.331793,1.245519,,,,,,,5
1508446915.369800,-2.842995,1.302193,-1.738174,1.547544,-1.613455,0.020021,-0.078071,-0.964143,0.253642,-0.282204,-0.062423,-0.059245,-8.147578,-26.251883,2.286709,,,,,,,5
1508446915.389814,-2.907507,1.275473,-1.702961,1.303940,-1.445030,-0.155416,-0.067510,-0.956708,0.283111,-0.198115,-0.042376,-0.050674,-8.101404,-26.214333,2.819487,,,,,,,5
1508446915.409809,-2.953791,1.254194,-1.680434,1.015107,-1.132290,-0.080902,-0.058127,-0.950299,0.305865,0.007407,0.009426,-0.023212,-7.853633,-26.113400,4.145385,,,,,,,5
1508446915.429836,-2.991320,1.235369,-1.664038,0.982175,-1.115444,-0.129074,-0.049280,-0.944270,0.325463,0.012140,0.035929,-0.037804,-17.793989,-28.944201,-0.908487,,,,,,,5
1508446915.449842,-3.030493,1.214764,-1.645620,1.105752,-1.036046,-0.189749,-0.038645,-0.937287,0.346409,-0.064626,0.022538,0.067409,-17.737219,-28.992767,-0.169242,,,,,,,5
1508446915.469854,-3.059896,1.192787,-1.631273,1.102223,-0.627847,-0.114938,-0.030118,-0.929401,0.367840,-0.075122,-0.034496,0.042866,-17.601830,-29.056587,1.052819,,,,,,,5
1508446915.489871,-3.073217,1.172917,-1.624998,0.918712,-0.260862,-0.005442,-0.026473,-0.921885,0.386558,-0.067537,-0.052785,-0.050545,-17.547054,-29.051500,1.824629,,,,,,,5
1508446915.509867,-3.077939,1.157761,-1.624131,0.661974,-0.187231,0.049991,-0.025533,-0.915906,0.400579,-0.005183,0.007368,-0.099797,-17.545338,-29.022221,2.256087,,,,,,,5
1508446915.529896,-3.083225,1.146066,-1.624893,0.571594,-0.416664,0.044813,-0.024038,-0.911150,0.411373,0.089209,0.063921,-0.127590,-17.567020,-28.960426,2.812768,,,,,,,5
1508446915.549907,-3.101239,1.131926,-1.623637,0.826542,-1.159572,-0.013270,-0.017142,-0.905232,0.424572,0.157722,0.064549,-0.164714,-17.539471,-28.912182,3.416261,,,,,,,5
1508446915.569918,-3.136535,1.110470,-1.621459,1.212347,-1.905520,-0.009585,-0.002247,-0.895907,0.444235,0.228275,0.047000,-0.165335,-17.450445,-28.865585,4.180668,,,,,,,5
1508446915.589932,3.113232,1.083867,-1.624865,1.342956,-1.596051,0.104590,0.013269,-0.883774,0.467727,0.283927,0.033706,-0.204390,-17.229935,-28.696638,5.903423,,,,,,,5
1508446915.609940,3.096371,1.059447,-1.630755,1.149993,-0.944903,0.057706,0.022122,-0.872085,0.488854,0.228061,-0.050370,-0.435021,-17.148897,-28.543318,6.812675,,,,,,,5
1508446915.629953,3.073619,1.036003,-1.633335,1.227058,-1.467893,-0.022974,0.034617,-0.860374,0.508486,0.075338,-0.122338,-0.535586,-17.067656,-28.403463,7.560192,,,,,,,5
1508446915.649967,3.042971,1.010408,-1.637493,1.285671,-1.778981,0.035835,0.052334,-0.847049,0.528933,-0.236401,-0.232755,-0.462420,-16.675692,-28.095480,9.369285,,,,,,,5
1508446915.669978,3.019236,0.987764,-1.646406,1.040354,-1.331205,0.151271,0.067196,-0.834797,0.546442,-0.361783,-0.238308,-0.352335,-16.389404,-27.824797,10.601238,,,,,,,5
1508446915.689988,3.009611,0.971910,-1.655184,0.684416,-0.602362,0.121200,0.074185,-0.825964,0.558820,-0.419995,-0.280466,-0.352445,-16.298918,-27.691696,11.078510,,,,,,,5
1508446915.710002,3.005140,0.962859,-1.661403,0.338281,-0.455538,0.132296,0.077697,-0.820828,0.565866,-0.511016,-0.547336,-0.506296,-16.186560,-27.409519,11.913511,,,,,,,5
1508446915.729996,3.004482,0.963013,-1.669465,-0.199803,-0.263452,0.298359,0.078052,-0.820916,0.565690,-0.511111,-0.648490,-0.578507,-16.177082,-27.328556,12.110749,,,,,,,5
1508446915.749993,3.014634,0.979082,-1.679327,-1.164962,0.338734,0.411163,0.070625,-0.829985,0.553296,-0.458748,-0.697969,-0.676053,-16.253313,-27.294413,12.085653,,,,,,,5
1508446915.770037,3.027817,1.021145,-1.682415,-2.684171,0.563095,0.241211,0.059307,-0.852707,0.519012,-0.141628,-0.819168,-1.092529,-16.685665,-27.579815,10.777784,,,,,,,5
1508446915.790024,3.023525,1.091072,-1.665668,-3.874854,0.378588,-0.145677,0.054366,-0.887122,0.458321,0.264650,-0.474435,-0.692635,-16.845997,-28.180296,8.792128,,,,,,,5
1508446915.810060,2.984348,1.166864,-1.637748,-3.601725,-1.484131,0.070247,0.061549,-0.919523,0.388188,0.398778,-0.323977,-0.423161,-16.818047,-28.529825,7.643325,,,,,,,5
1508446915.830055,2.930626,1.221270,-1.638801,-2.007944,-3.561587,0.747298,0.071711,-0.939535,0.334860,0.500966,-0.263910,0.050943,-16.666874,-29.086388,5.604947,,,,,,,5
1508446915.850084,2.875167,1.244514,-1.688392,-0.398825,-5.895682,1.250727,0.084389,-0.947241,0.309215,0.622627,-0.633860,0.348027,-16.677202,-28.929159,6.339784,,,,,,,5
1508446915.870069,2.866637,1.259758,-1.799585,-0.403369,-4.912360,2.350249,0.083093,-0.952016,0.294551,0.738898,-0.920680,0.716038,-16.676348,-28.587978,7.735963,,,,,,,5
1508446915.890094,2.998941,1.300228,-1.973363,-2.271390,0.171977,2.982845,0.037999,-0.963619,0.264565,0.274745,-0.673130,0.648491,-17.748783,-27.664553,8.652822,,,,,,,5
1508446915.910119,-3.056449,1.375487,-2.171457,-4.311644,2.359663,1.862453,-0.016504,-0.980988,0.193367,0.115396,-0.480347,0.503044,-19.393005,-27.152754,6.469733,,,,,,,5
1508446915.930128,-2.740015,1.460852,-2.439833,-4.558480,2.433699,0.517829,-0.042888,-0.993962,0.100994,-0.012837,-0.047237,0.236576,-20.184830,-27.066994,3.894684,,,,,,,5
