timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1508446599.774161,0.025012,0.037992,-0.005843,0.137056,0.005045,-0.004080,0.024992,-0.037983,-0.998966,0.015261,0.097477,0.043949,-5.519297,-13.934225,-43.828373,,,,,,,5
1508446599.794172,0.024792,0.040036,-0.005907,0.055068,-0.016131,0.003746,0.024770,-0.040025,-0.998892,0.012736,0.003297,-0.017435,-5.493603,-13.918754,-43.836514,,,,,,,5
,,,,,,,,,,,,,,,,42.293433,-71.264288,58.590046,-1.000000,-1.000000,1508446585.164992,5
1508446599.814185,0.024467,0.040085,-0.005842,-0.012010,-0.012914,0.002130,0.024445,-0.040074,-0.998898,-0.005433,-0.020137,-0.002125,-5.512601,-13.954878,-43.822647,,,,,,,5
1508446599.834192,0.024375,0.040062,-0.005839,-0.013072,0.004099,-0.002129,0.024353,-0.040051,-0.998901,-0.002197,-0.007816,0.009674,-5.518132,-13.946161,-43.824722,,,,,,,5
,,,,,,,,,,,,,,,,42.293370,-71.264133,58.590046,-1.000000,-1.000000,1508446558.184137,5
,,,,,,,,,,,,,,,,42.293433,-71.264288,58.590046,-1.000000,-1.000000,1508446585.164992,5
1508446599.854187,0.024535,0.039777,-0.005939,-0.013068,0.007275,-0.005321,0.024513,-0.039766,-0.998908,0.000633,-0.000395,0.000938,-5.515812,-13.945244,-43.825306,,,,,,,5
1508446599.874213,0.024430,0.039836,-0.005953,0.009280,0.008348,0.001253,0.024408,-0.039826,-0.998908,-0.008478,-0.001556,0.005653,-5.506356,-13.937712,-43.828888,,,,,,,5
1508446599.894224,0.024759,0.040077,-0.005885,0.010333,0.024290,0.003403,0.024737,-0.040066,-0.998891,-0.004595,-0.002308,0.003850,-5.511126,-13.947377,-43.825214,,,,,,,5
1508446599.914209,0.025355,0.040040,-0.005834,-0.009897,0.028546,0.002175,0.025332,-0.040029,-0.998877,0.003584,-0.008402,-0.007730,-5.496474,-13.953134,-43.825226,,,,,,,5
1508446599.934239,0.025715,0.039741,-0.005825,-0.020525,0.000934,-0.000066,0.025692,-0.039731,-0.998880,0.003772,-0.002170,-0.000845,-5.466443,-13.938744,-43.833561,,,,,,,5
1508446599.954254,0.025516,0.039538,-0.005830,-0.000286,-0.013952,-0.000975,0.025494,-0.039528,-0.998893,0.006275,0.001290,0.012474,-5.466572,-13.928288,-43.836868,,,,,,,5
1508446599.974256,0.025385,0.039854,-0.005867,0.023139,-0.015025,-0.000782,0.025362,-0.039843,-0.998884,0.005109,0.001406,0.013319,-5.472794,-13.930082,-43.835518,,,,,,,5
1508446599.994275,0.024724,0.040382,-0.005809,0.014616,-0.026685,0.005527,0.024702,-0.040371,-0.998879,-0.007124,-0.004322,-0.009055,-5.487597,-13.956161,-43.825371,,,,,,,5
1508446600.014285,0.023235,0.040654,-0.005542,0.007154,-0.044706,0.016100,0.023213,-0.040643,-0.998904,-0.012425,-0.001548,-0.010389,-5.544453,-13.972443,-43.813026,,,,,,,5
,,,,,,,,,,,,,,,,42.293824,-71.265395,58.590046,-1.000000,-1.000000,1508446599.955867,5
,,,,,,,,,,,,,,,,42.293871,-71.265539,58.590046,-1.000000,-1.000000,1508446599.990974,5
1508446600.034294,0.021371,0.041109,-0.005162,0.030568,-0.031965,0.018432,0.021351,-0.041098,-0.998927,-0.019108,-0.000223,0.003459,-5.615460,-13.981501,-43.801090,,,,,,,5
1508446600.054306,0.019627,0.041996,-0.004667,0.047571,0.011599,0.024994,0.019608,-0.041984,-0.998926,-0.028565,0.000251,0.015970,-5.705824,-14.017525,-43.777893,,,,,,,5
1508446600.074314,0.018785,0.043088,-0.004129,0.052884,0.037084,0.023993,0.018766,-0.043074,-0.998896,-0.022963,0.000441,0.017054,-5.742496,-14.027901,-43.769772,,,,,,,5
1508446600.094325,0.018977,0.044242,-0.003563,0.058197,0.044552,0.030425,0.018958,-0.044227,-0.998842,-0.006781,0.000557,0.011873,-5.792224,-14.094721,-43.741745,,,,,,,5
,,,,,,,,,,,,,,,,42.293895,-71.265612,58.590046,-1.000000,-1.000000,1508446600.088730,5
1508446600.114337,0.019899,0.045638,-0.002892,0.054984,0.062636,0.036800,0.019877,-0.045623,-0.998761,-0.003245,-0.006425,-0.005908,-5.760594,-14.156618,-43.725933,,,,,,,5
,,,,,,,,,,,,,,,,42.293906,-71.265648,58.590046,-1.000000,-1.000000,1508446600.110095,5
1508446600.134342,0.021126,0.047299,-0.002116,0.040068,0.075402,0.039881,0.021101,-0.047281,-0.998659,-0.000868,-0.014288,-0.001845,-5.722375,-14.218261,-43.710949,,,,,,,5
1508446600.154356,0.022780,0.048277,-0.001306,0.027284,0.090282,0.039787,0.022751,-0.048259,-0.998576,-0.001053,-0.011022,0.004481,-5.722375,-14.218261,-43.710949,,,,,,,5
1508446600.174367,0.024740,0.049059,-0.000631,0.012395,0.096626,0.029021,0.024707,-0.049040,-0.998491,0.000164,-0.004900,0.013384,-5.627364,-14.294519,-43.698410,,,,,,,5
1508446600.194377,0.027015,0.049014,-0.000227,0.008148,0.114644,0.016223,0.026979,-0.048995,-0.998435,0.006544,0.004943,0.005393,-5.507411,-14.308052,-43.709259,,,,,,,5
1508446600.214387,0.029533,0.049016,0.000027,0.002837,0.105072,0.011913,0.029493,-0.048996,-0.998363,0.011355,0.004730,-0.001591,-5.507411,-14.308052,-43.709259,,,,,,,5
,,,,,,,,,,,,,,,,42.293368,-71.264132,58.765549,-1.000000,-1.000000,1508446600.200524,5
1508446600.234398,0.032452,0.048604,0.000202,-0.009929,0.079587,0.011788,0.032408,-0.048584,-0.998293,0.027360,0.006363,-0.005201,-5.327254,-14.295969,-43.735535,,,,,,,5
1508446600.254408,0.034428,0.048273,0.000317,-0.005636,0.043461,0.005400,0.034381,-0.048255,-0.998243,0.038617,0.012046,0.006742,-5.166764,-14.269988,-43.763268,,,,,,,5
1508446600.274404,0.034919,0.048327,0.000339,0.009295,0.015810,-0.000886,0.034871,-0.048308,-0.998224,0.039485,0.010115,0.006784,-5.166764,-14.269988,-43.763268,,,,,,,5
1508446600.294416,0.035944,0.048316,0.000168,0.005058,-0.002269,-0.008388,0.035894,-0.048297,-0.998188,0.041697,0.003131,-0.002789,-5.089611,-14.270120,-43.772263,,,,,,,5
1508446600.314439,0.035760,0.048036,-0.000052,-0.024742,-0.012893,-0.012901,0.035711,-0.048018,-0.998208,0.049921,0.001509,-0.002326,-5.091082,-14.269302,-43.772362,,,,,,,5
1508446600.334445,0.035158,0.047405,-0.000290,-0.031115,-0.043697,-0.012977,0.035111,-0.047387,-0.998259,0.056091,0.004983,-0.004182,-5.097872,-14.254682,-43.776333,,,,,,,5
1508446600.354437,0.034669,0.046823,-0.000597,-0.010854,-0.103197,-0.013919,0.034624,-0.046806,-0.998304,0.039229,0.005561,-0.011950,-5.162633,-14.220982,-43.779701,,,,,,,5
1508446600.374466,0.032513,0.046644,-0.000883,0.012596,-0.163752,-0.011642,0.032472,-0.046627,-0.998384,0.005476,0.003918,-0.004499,-5.196759,-14.207478,-43.780048,,,,,,,5
1508446600.394479,0.028884,0.046950,-0.001165,0.022193,-0.178644,-0.015833,0.028848,-0.046933,-0.998481,-0.000940,0.003613,-0.000039,-5.262928,-14.209848,-43.771374,,,,,,,5
1508446600.414465,0.025504,0.047309,-0.001568,0.013673,-0.161648,-0.022287,0.025473,-0.047291,-0.998556,-0.028006,0.003346,0.001089,-5.490966,-14.235515,-43.735008,,,,,,,5
